time,id,selection,a,b,c_in,m,f,p,g,c4,ab
49087,0003,0011,0000,1100,0,1,0000,1,1,1,1
49097,0003,0011,0000,1101,0,1,0000,1,1,1,1
49107,0003,0011,0000,1110,0,1,0000,1,1,1,1
49117,0003,0011,0000,1111,0,1,0000,1,1,1,1
49127,0003,0011,0001,0000,0,1,0000,1,1,1,1
49137,0003,0011,0001,0001,0,1,0000,1,1,1,1
49147,0003,0011,0001,0010,0,1,0000,1,1,1,1
49157,0003,0011,0001,0011,0,1,0000,1,1,1,1
49167,0003,0011,0001,0100,0,1,0000,1,1,1,1
49177,0003,0011,0001,0101,0,1,0000,1,1,1,1
49187,0003,0011,0001,0110,0,1,0000,1,1,1,1
49197,0003,0011,0001,0111,0,1,0000,1,1,1,1
49207,0003,0011,0001,1000,0,1,0000,1,1,1,1
49217,0003,0011,0001,1001,0,1,0000,1,1,1,1
49227,0003,0011,0001,1010,0,1,0000,1,1,1,1
49237,0003,0011,0001,1011,0,1,0000,1,1,1,1
49247,0003,0011,0001,1100,0,1,0000,1,1,1,1
49257,0003,0011,0001,1101,0,1,0000,1,1,1,1
49267,0003,0011,0001,1110,0,1,0000,1,1,1,1
49277,0003,0011,0001,1111,0,1,0000,1,1,1,1
49287,0003,0011,0010,0000,0,1,0000,1,1,1,1
49297,0003,0011,0010,0001,0,1,0000,1,1,1,1
49307,0003,0011,0010,0010,0,1,0000,1,1,1,1
49317,0003,0011,0010,0011,0,1,0000,1,1,1,1
49327,0003,0011,0010,0100,0,1,0000,1,1,1,1
49337,0003,0011,0010,0101,0,1,0000,1,1,1,1
49347,0003,0011,0010,0110,0,1,0000,1,1,1,1
49357,0003,0011,0010,0111,0,1,0000,1,1,1,1
49367,0003,0011,0010,1000,0,1,0000,1,1,1,1
49377,0003,0011,0010,1001,0,1,0000,1,1,1,1
49387,0003,0011,0010,1010,0,1,0000,1,1,1,1
49397,0003,0011,0010,1011,0,1,0000,1,1,1,1
49407,0003,0011,0010,1100,0,1,0000,1,1,1,1
49417,0003,0011,0010,1101,0,1,0000,1,1,1,1
49427,0003,0011,0010,1110,0,1,0000,1,1,1,1
49437,0003,0011,0010,1111,0,1,0000,1,1,1,1
49447,0003,0011,0011,0000,0,1,0000,1,1,1,1
49457,0003,0011,0011,0001,0,1,0000,1,1,1,1
49467,0003,0011,0011,0010,0,1,0000,1,1,1,1
49477,0003,0011,0011,0011,0,1,0000,1,1,1,1
49487,0003,0011,0011,0100,0,1,0000,1,1,1,1
49497,0003,0011,0011,0101,0,1,0000,1,1,1,1
49507,0003,0011,0011,0110,0,1,0000,1,1,1,1
49517,0003,0011,0011,0111,0,1,0000,1,1,1,1
49527,0003,0011,0011,1000,0,1,0000,1,1,1,1
49537,0003,0011,0011,1001,0,1,0000,1,1,1,1
49547,0003,0011,0011,1010,0,1,0000,1,1,1,1
49557,0003,0011,0011,1011,0,1,0000,1,1,1,1
49567,0003,0011,0011,1100,0,1,0000,1,1,1,1
49577,0003,0011,0011,1101,0,1,0000,1,1,1,1
49587,0003,0011,0011,1110,0,1,0000,1,1,1,1
49597,0003,0011,0011,1111,0,1,0000,1,1,1,1
49607,0003,0011,0100,0000,0,1,0000,1,1,1,1
49617,0003,0011,0100,0001,0,1,0000,1,1,1,1
49627,0003,0011,0100,0010,0,1,0000,1,1,1,1
49637,0003,0011,0100,0011,0,1,0000,1,1,1,1
49647,0003,0011,0100,0100,0,1,0000,1,1,1,1
49657,0003,0011,0100,0101,0,1,0000,1,1,1,1
49667,0003,0011,0100,0110,0,1,0000,1,1,1,1
49677,0003,0011,0100,0111,0,1,0000,1,1,1,1
49687,0003,0011,0100,1000,0,1,0000,1,1,1,1
49697,0003,0011,0100,1001,0,1,0000,1,1,1,1
49707,0003,0011,0100,1010,0,1,0000,1,1,1,1
49717,0003,0011,0100,1011,0,1,0000,1,1,1,1
49727,0003,0011,0100,1100,0,1,0000,1,1,1,1
49737,0003,0011,0100,1101,0,1,0000,1,1,1,1
49747,0003,0011,0100,1110,0,1,0000,1,1,1,1
49757,0003,0011,0100,1111,0,1,0000,1,1,1,1
49767,0003,0011,0101,0000,0,1,0000,1,1,1,1
49777,0003,0011,0101,0001,0,1,0000,1,1,1,1
49787,0003,0011,0101,0010,0,1,0000,1,1,1,1
49797,0003,0011,0101,0011,0,1,0000,1,1,1,1
49807,0003,0011,0101,0100,0,1,0000,1,1,1,1
49817,0003,0011,0101,0101,0,1,0000,1,1,1,1
49827,0003,0011,0101,0110,0,1,0000,1,1,1,1
49837,0003,0011,0101,0111,0,1,0000,1,1,1,1
49847,0003,0011,0101,1000,0,1,0000,1,1,1,1
49857,0003,0011,0101,1001,0,1,0000,1,1,1,1
49867,0003,0011,0101,1010,0,1,0000,1,1,1,1
49877,0003,0011,0101,1011,0,1,0000,1,1,1,1
49887,0003,0011,0101,1100,0,1,0000,1,1,1,1
49897,0003,0011,0101,1101,0,1,0000,1,1,1,1
49907,0003,0011,0101,1110,0,1,0000,1,1,1,1
49917,0003,0011,0101,1111,0,1,0000,1,1,1,1
49927,0003,0011,0110,0000,0,1,0000,1,1,1,1
49937,0003,0011,0110,0001,0,1,0000,1,1,1,1
49947,0003,0011,0110,0010,0,1,0000,1,1,1,1
49957,0003,0011,0110,0011,0,1,0000,1,1,1,1
49967,0003,0011,0110,0100,0,1,0000,1,1,1,1
49977,0003,0011,0110,0101,0,1,0000,1,1,1,1
49987,0003,0011,0110,0110,0,1,0000,1,1,1,1
49997,0003,0011,0110,0111,0,1,0000,1,1,1,1
50007,0003,0011,0110,1000,0,1,0000,1,1,1,1
50017,0003,0011,0110,1001,0,1,0000,1,1,1,1
50027,0003,0011,0110,1010,0,1,0000,1,1,1,1
50037,0003,0011,0110,1011,0,1,0000,1,1,1,1
50047,0003,0011,0110,1100,0,1,0000,1,1,1,1
50057,0003,0011,0110,1101,0,1,0000,1,1,1,1
50067,0003,0011,0110,1110,0,1,0000,1,1,1,1
50077,0003,0011,0110,1111,0,1,0000,1,1,1,1
50087,0003,0011,0111,0000,0,1,0000,1,1,1,1
50097,0003,0011,0111,0001,0,1,0000,1,1,1,1
50107,0003,0011,0111,0010,0,1,0000,1,1,1,1
50117,0003,0011,0111,0011,0,1,0000,1,1,1,1
50127,0003,0011,0111,0100,0,1,0000,1,1,1,1
50137,0003,0011,0111,0101,0,1,0000,1,1,1,1
50147,0003,0011,0111,0110,0,1,0000,1,1,1,1
50157,0003,0011,0111,0111,0,1,0000,1,1,1,1
50167,0003,0011,0111,1000,0,1,0000,1,1,1,1
50177,0003,0011,0111,1001,0,1,0000,1,1,1,1
50187,0003,0011,0111,1010,0,1,0000,1,1,1,1
50197,0003,0011,0111,1011,0,1,0000,1,1,1,1
50207,0003,0011,0111,1100,0,1,0000,1,1,1,1
50217,0003,0011,0111,1101,0,1,0000,1,1,1,1
50227,0003,0011,0111,1110,0,1,0000,1,1,1,1
50237,0003,0011,0111,1111,0,1,0000,1,1,1,1
50247,0003,0011,1000,0000,0,1,0000,1,1,1,1
50257,0003,0011,1000,0001,0,1,0000,1,1,1,1
50267,0003,0011,1000,0010,0,1,0000,1,1,1,1
50277,0003,0011,1000,0011,0,1,0000,1,1,1,1
50287,0003,0011,1000,0100,0,1,0000,1,1,1,1
50297,0003,0011,1000,0101,0,1,0000,1,1,1,1
50307,0003,0011,1000,0110,0,1,0000,1,1,1,1
50317,0003,0011,1000,0111,0,1,0000,1,1,1,1
50327,0003,0011,1000,1000,0,1,0000,1,1,1,1
50337,0003,0011,1000,1001,0,1,0000,1,1,1,1
50347,0003,0011,1000,1010,0,1,0000,1,1,1,1
50357,0003,0011,1000,1011,0,1,0000,1,1,1,1
50367,0003,0011,1000,1100,0,1,0000,1,1,1,1
50377,0003,0011,1000,1101,0,1,0000,1,1,1,1
50387,0003,0011,1000,1110,0,1,0000,1,1,1,1
50397,0003,0011,1000,1111,0,1,0000,1,1,1,1
50407,0003,0011,1001,0000,0,1,0000,1,1,1,1
50417,0003,0011,1001,0001,0,1,0000,1,1,1,1
50427,0003,0011,1001,0010,0,1,0000,1,1,1,1
50437,0003,0011,1001,0011,0,1,0000,1,1,1,1
50447,0003,0011,1001,0100,0,1,0000,1,1,1,1
50457,0003,0011,1001,0101,0,1,0000,1,1,1,1
50467,0003,0011,1001,0110,0,1,0000,1,1,1,1
50477,0003,0011,1001,0111,0,1,0000,1,1,1,1
50487,0003,0011,1001,1000,0,1,0000,1,1,1,1
50497,0003,0011,1001,1001,0,1,0000,1,1,1,1
50507,0003,0011,1001,1010,0,1,0000,1,1,1,1
50517,0003,0011,1001,1011,0,1,0000,1,1,1,1
50527,0003,0011,1001,1100,0,1,0000,1,1,1,1
50537,0003,0011,1001,1101,0,1,0000,1,1,1,1
50547,0003,0011,1001,1110,0,1,0000,1,1,1,1
50557,0003,0011,1001,1111,0,1,0000,1,1,1,1
50567,0003,0011,1010,0000,0,1,0000,1,1,1,1
50577,0003,0011,1010,0001,0,1,0000,1,1,1,1
50587,0003,0011,1010,0010,0,1,0000,1,1,1,1
50597,0003,0011,1010,0011,0,1,0000,1,1,1,1
50607,0003,0011,1010,0100,0,1,0000,1,1,1,1
50617,0003,0011,1010,0101,0,1,0000,1,1,1,1
50627,0003,0011,1010,0110,0,1,0000,1,1,1,1
50637,0003,0011,1010,0111,0,1,0000,1,1,1,1
50647,0003,0011,1010,1000,0,1,0000,1,1,1,1
50657,0003,0011,1010,1001,0,1,0000,1,1,1,1
50667,0003,0011,1010,1010,0,1,0000,1,1,1,1
50677,0003,0011,1010,1011,0,1,0000,1,1,1,1
50687,0003,0011,1010,1100,0,1,0000,1,1,1,1
50697,0003,0011,1010,1101,0,1,0000,1,1,1,1
50707,0003,0011,1010,1110,0,1,0000,1,1,1,1
50717,0003,0011,1010,1111,0,1,0000,1,1,1,1
50727,0003,0011,1011,0000,0,1,0000,1,1,1,1
50737,0003,0011,1011,0001,0,1,0000,1,1,1,1
50747,0003,0011,1011,0010,0,1,0000,1,1,1,1
50757,0003,0011,1011,0011,0,1,0000,1,1,1,1
50767,0003,0011,1011,0100,0,1,0000,1,1,1,1
50777,0003,0011,1011,0101,0,1,0000,1,1,1,1
50787,0003,0011,1011,0110,0,1,0000,1,1,1,1
50797,0003,0011,1011,0111,0,1,0000,1,1,1,1
50807,0003,0011,1011,1000,0,1,0000,1,1,1,1
50817,0003,0011,1011,1001,0,1,0000,1,1,1,1
50827,0003,0011,1011,1010,0,1,0000,1,1,1,1
50837,0003,0011,1011,1011,0,1,0000,1,1,1,1
50847,0003,0011,1011,1100,0,1,0000,1,1,1,1
50857,0003,0011,1011,1101,0,1,0000,1,1,1,1
50867,0003,0011,1011,1110,0,1,0000,1,1,1,1
50877,0003,0011,1011,1111,0,1,0000,1,1,1,1
50887,0003,0011,1100,0000,0,1,0000,1,1,1,1
50897,0003,0011,1100,0001,0,1,0000,1,1,1,1
50907,0003,0011,1100,0010,0,1,0000,1,1,1,1
50917,0003,0011,1100,0011,0,1,0000,1,1,1,1
50927,0003,0011,1100,0100,0,1,0000,1,1,1,1
50937,0003,0011,1100,0101,0,1,0000,1,1,1,1
50947,0003,0011,1100,0110,0,1,0000,1,1,1,1
50957,0003,0011,1100,0111,0,1,0000,1,1,1,1
50967,0003,0011,1100,1000,0,1,0000,1,1,1,1
50977,0003,0011,1100,1001,0,1,0000,1,1,1,1
50987,0003,0011,1100,1010,0,1,0000,1,1,1,1
50997,0003,0011,1100,1011,0,1,0000,1,1,1,1
51007,0003,0011,1100,1100,0,1,0000,1,1,1,1
51017,0003,0011,1100,1101,0,1,0000,1,1,1,1
51027,0003,0011,1100,1110,0,1,0000,1,1,1,1
51037,0003,0011,1100,1111,0,1,0000,1,1,1,1
51047,0003,0011,1101,0000,0,1,0000,1,1,1,1
51057,0003,0011,1101,0001,0,1,0000,1,1,1,1
51067,0003,0011,1101,0010,0,1,0000,1,1,1,1
51077,0003,0011,1101,0011,0,1,0000,1,1,1,1
51087,0003,0011,1101,0100,0,1,0000,1,1,1,1
51097,0003,0011,1101,0101,0,1,0000,1,1,1,1
51107,0003,0011,1101,0110,0,1,0000,1,1,1,1
51117,0003,0011,1101,0111,0,1,0000,1,1,1,1
51127,0003,0011,1101,1000,0,1,0000,1,1,1,1
51137,0003,0011,1101,1001,0,1,0000,1,1,1,1
51147,0003,0011,1101,1010,0,1,0000,1,1,1,1
51157,0003,0011,1101,1011,0,1,0000,1,1,1,1
51167,0003,0011,1101,1100,0,1,0000,1,1,1,1
51177,0003,0011,1101,1101,0,1,0000,1,1,1,1
51187,0003,0011,1101,1110,0,1,0000,1,1,1,1
51197,0003,0011,1101,1111,0,1,0000,1,1,1,1
51207,0003,0011,1110,0000,0,1,0000,1,1,1,1
51217,0003,0011,1110,0001,0,1,0000,1,1,1,1
51227,0003,0011,1110,0010,0,1,0000,1,1,1,1
51237,0003,0011,1110,0011,0,1,0000,1,1,1,1
51247,0003,0011,1110,0100,0,1,0000,1,1,1,1
51257,0003,0011,1110,0101,0,1,0000,1,1,1,1
51267,0003,0011,1110,0110,0,1,0000,1,1,1,1
51277,0003,0011,1110,0111,0,1,0000,1,1,1,1
51287,0003,0011,1110,1000,0,1,0000,1,1,1,1
51297,0003,0011,1110,1001,0,1,0000,1,1,1,1
51307,0003,0011,1110,1010,0,1,0000,1,1,1,1
51317,0003,0011,1110,1011,0,1,0000,1,1,1,1
51327,0003,0011,1110,1100,0,1,0000,1,1,1,1
51337,0003,0011,1110,1101,0,1,0000,1,1,1,1
51347,0003,0011,1110,1110,0,1,0000,1,1,1,1
51357,0003,0011,1110,1111,0,1,0000,1,1,1,1
51367,0003,0011,1111,0000,0,1,0000,1,1,1,1
51377,0003,0011,1111,0001,0,1,0000,1,1,1,1
51387,0003,0011,1111,0010,0,1,0000,1,1,1,1
51397,0003,0011,1111,0011,0,1,0000,1,1,1,1
51407,0003,0011,1111,0100,0,1,0000,1,1,1,1
51417,0003,0011,1111,0101,0,1,0000,1,1,1,1
51427,0003,0011,1111,0110,0,1,0000,1,1,1,1
51437,0003,0011,1111,0111,0,1,0000,1,1,1,1
51447,0003,0011,1111,1000,0,1,0000,1,1,1,1
51457,0003,0011,1111,1001,0,1,0000,1,1,1,1
51467,0003,0011,1111,1010,0,1,0000,1,1,1,1
51477,0003,0011,1111,1011,0,1,0000,1,1,1,1
51487,0003,0011,1111,1100,0,1,0000,1,1,1,1
51497,0003,0011,1111,1101,0,1,0000,1,1,1,1
51507,0003,0011,1111,1110,0,1,0000,1,1,1,1
51517,0003,0011,1111,1111,0,1,0000,1,1,1,1
51527,0003,0100,0000,0000,0,1,1111,1,1,1,1
51537,0003,0100,0000,0001,0,1,1111,1,1,1,1
51547,0003,0100,0000,0010,0,1,1111,1,1,1,1
51557,0003,0100,0000,0011,0,1,1111,1,1,1,1
51567,0003,0100,0000,0100,0,1,1111,1,1,1,1
51577,0003,0100,0000,0101,0,1,1111,1,1,1,1
51587,0003,0100,0000,0110,0,1,1111,1,1,1,1
51597,0003,0100,0000,0111,0,1,1111,1,1,1,1
51607,0003,0100,0000,1000,0,1,1111,1,1,1,1
51617,0003,0100,0000,1001,0,1,1111,1,1,1,1
51627,0003,0100,0000,1010,0,1,1111,1,1,1,1
51637,0003,0100,0000,1011,0,1,1111,1,1,1,1
51647,0003,0100,0000,1100,0,1,1111,1,1,1,1
51657,0003,0100,0000,1101,0,1,1111,1,1,1,1
51667,0003,0100,0000,1110,0,1,1111,1,1,1,1
51677,0003,0100,0000,1111,0,1,1111,1,1,1,1
51687,0003,0100,0001,0000,0,1,1111,1,1,1,1
51697,0003,0100,0001,0001,0,1,1110,1,1,1,1
51707,0003,0100,0001,0010,0,1,1111,1,1,1,1
51717,0003,0100,0001,0011,0,1,1110,1,1,1,1
51727,0003,0100,0001,0100,0,1,1111,1,1,1,1
51737,0003,0100,0001,0101,0,1,1110,1,1,1,1
51747,0003,0100,0001,0110,0,1,1111,1,1,1,1
51757,0003,0100,0001,0111,0,1,1110,1,1,1,1
51767,0003,0100,0001,1000,0,1,1111,1,1,1,1
51777,0003,0100,0001,1001,0,1,1110,1,1,1,1
51787,0003,0100,0001,1010,0,1,1111,1,1,1,1
51797,0003,0100,0001,1011,0,1,1110,1,1,1,1
51807,0003,0100,0001,1100,0,1,1111,1,1,1,1
51817,0003,0100,0001,1101,0,1,1110,1,1,1,1
51827,0003,0100,0001,1110,0,1,1111,1,1,1,1
51837,0003,0100,0001,1111,0,1,1110,1,1,1,1
51847,0003,0100,0010,0000,0,1,1111,1,1,1,1
51857,0003,0100,0010,0001,0,1,1111,1,1,1,1
51867,0003,0100,0010,0010,0,1,1101,1,1,1,1
51877,0003,0100,0010,0011,0,1,1101,1,1,1,1
51887,0003,0100,0010,0100,0,1,1111,1,1,1,1
51897,0003,0100,0010,0101,0,1,1111,1,1,1,1
51907,0003,0100,0010,0110,0,1,1101,1,1,1,1
51917,0003,0100,0010,0111,0,1,1101,1,1,1,1
51927,0003,0100,0010,1000,0,1,1111,1,1,1,1
51937,0003,0100,0010,1001,0,1,1111,1,1,1,1
51947,0003,0100,0010,1010,0,1,1101,1,1,1,1
51957,0003,0100,0010,1011,0,1,1101,1,1,1,1
51967,0003,0100,0010,1100,0,1,1111,1,1,1,1
51977,0003,0100,0010,1101,0,1,1111,1,1,1,1
51987,0003,0100,0010,1110,0,1,1101,1,1,1,1
51997,0003,0100,0010,1111,0,1,1101,1,1,1,1
52007,0003,0100,0011,0000,0,1,1111,1,1,1,1
52017,0003,0100,0011,0001,0,1,1110,1,1,1,1
52027,0003,0100,0011,0010,0,1,1101,1,1,1,1
52037,0003,0100,0011,0011,0,1,1100,1,1,1,1
52047,0003,0100,0011,0100,0,1,1111,1,1,1,1
52057,0003,0100,0011,0101,0,1,1110,1,1,1,1
52067,0003,0100,0011,0110,0,1,1101,1,1,1,1
52077,0003,0100,0011,0111,0,1,1100,1,1,1,1
52087,0003,0100,0011,1000,0,1,1111,1,1,1,1
52097,0003,0100,0011,1001,0,1,1110,1,1,1,1
52107,0003,0100,0011,1010,0,1,1101,1,1,1,1
52117,0003,0100,0011,1011,0,1,1100,1,1,1,1
52127,0003,0100,0011,1100,0,1,1111,1,1,1,1
52137,0003,0100,0011,1101,0,1,1110,1,1,1,1
52147,0003,0100,0011,1110,0,1,1101,1,1,1,1
52157,0003,0100,0011,1111,0,1,1100,1,1,1,1
52167,0003,0100,0100,0000,0,1,1111,1,1,1,1
52177,0003,0100,0100,0001,0,1,1111,1,1,1,1
52187,0003,0100,0100,0010,0,1,1111,1,1,1,1
52197,0003,0100,0100,0011,0,1,1111,1,1,1,1
52207,0003,0100,0100,0100,0,1,1011,1,1,1,1
52217,0003,0100,0100,0101,0,1,1011,1,1,1,1
52227,0003,0100,0100,0110,0,1,1011,1,1,1,1
52237,0003,0100,0100,0111,0,1,1011,1,1,1,1
52247,0003,0100,0100,1000,0,1,1111,1,1,1,1
52257,0003,0100,0100,1001,0,1,1111,1,1,1,1
52267,0003,0100,0100,1010,0,1,1111,1,1,1,1
52277,0003,0100,0100,1011,0,1,1111,1,1,1,1
52287,0003,0100,0100,1100,0,1,1011,1,1,1,1
52297,0003,0100,0100,1101,0,1,1011,1,1,1,1
52307,0003,0100,0100,1110,0,1,1011,1,1,1,1
52317,0003,0100,0100,1111,0,1,1011,1,1,1,1
52327,0003,0100,0101,0000,0,1,1111,1,1,1,1
52337,0003,0100,0101,0001,0,1,1110,1,1,1,1
52347,0003,0100,0101,0010,0,1,1111,1,1,1,1
52357,0003,0100,0101,0011,0,1,1110,1,1,1,1
52367,0003,0100,0101,0100,0,1,1011,1,1,1,1
52377,0003,0100,0101,0101,0,1,1010,1,1,1,1
52387,0003,0100,0101,0110,0,1,1011,1,1,1,1
52397,0003,0100,0101,0111,0,1,1010,1,1,1,1
52407,0003,0100,0101,1000,0,1,1111,1,1,1,1
52417,0003,0100,0101,1001,0,1,1110,1,1,1,1
52427,0003,0100,0101,1010,0,1,1111,1,1,1,1
52437,0003,0100,0101,1011,0,1,1110,1,1,1,1
52447,0003,0100,0101,1100,0,1,1011,1,1,1,1
52457,0003,0100,0101,1101,0,1,1010,1,1,1,1
52467,0003,0100,0101,1110,0,1,1011,1,1,1,1
52477,0003,0100,0101,1111,0,1,1010,1,1,1,1
52487,0003,0100,0110,0000,0,1,1111,1,1,1,1
52497,0003,0100,0110,0001,0,1,1111,1,1,1,1
52507,0003,0100,0110,0010,0,1,1101,1,1,1,1
52517,0003,0100,0110,0011,0,1,1101,1,1,1,1
52527,0003,0100,0110,0100,0,1,1011,1,1,1,1
52537,0003,0100,0110,0101,0,1,1011,1,1,1,1
52547,0003,0100,0110,0110,0,1,1001,1,1,1,1
52557,0003,0100,0110,0111,0,1,1001,1,1,1,1
52567,0003,0100,0110,1000,0,1,1111,1,1,1,1
52577,0003,0100,0110,1001,0,1,1111,1,1,1,1
52587,0003,0100,0110,1010,0,1,1101,1,1,1,1
52597,0003,0100,0110,1011,0,1,1101,1,1,1,1
52607,0003,0100,0110,1100,0,1,1011,1,1,1,1
52617,0003,0100,0110,1101,0,1,1011,1,1,1,1
52627,0003,0100,0110,1110,0,1,1001,1,1,1,1
52637,0003,0100,0110,1111,0,1,1001,1,1,1,1
52647,0003,0100,0111,0000,0,1,1111,1,1,1,1
52657,0003,0100,0111,0001,0,1,1110,1,1,1,1
52667,0003,0100,0111,0010,0,1,1101,1,1,1,1
52677,0003,0100,0111,0011,0,1,1100,1,1,1,1
52687,0003,0100,0111,0100,0,1,1011,1,1,1,1
52697,0003,0100,0111,0101,0,1,1010,1,1,1,1
52707,0003,0100,0111,0110,0,1,1001,1,1,1,1
52717,0003,0100,0111,0111,0,1,1000,1,1,1,1
52727,0003,0100,0111,1000,0,1,1111,1,1,1,1
52737,0003,0100,0111,1001,0,1,1110,1,1,1,1
52747,0003,0100,0111,1010,0,1,1101,1,1,1,1
52757,0003,0100,0111,1011,0,1,1100,1,1,1,1
52767,0003,0100,0111,1100,0,1,1011,1,1,1,1
52777,0003,0100,0111,1101,0,1,1010,1,1,1,1
52787,0003,0100,0111,1110,0,1,1001,1,1,1,1
52797,0003,0100,0111,1111,0,1,1000,1,1,1,1
52807,0003,0100,1000,0000,0,1,1111,1,1,1,1
52817,0003,0100,1000,0001,0,1,1111,1,1,1,1
52827,0003,0100,1000,0010,0,1,1111,1,1,1,1
52837,0003,0100,1000,0011,0,1,1111,1,1,1,1
52847,0003,0100,1000,0100,0,1,1111,1,1,1,1
52857,0003,0100,1000,0101,0,1,1111,1,1,1,1
52867,0003,0100,1000,0110,0,1,1111,1,1,1,1
52877,0003,0100,1000,0111,0,1,1111,1,1,1,1
52887,0003,0100,1000,1000,0,1,0111,1,1,1,1
52897,0003,0100,1000,1001,0,1,0111,1,1,1,1
52907,0003,0100,1000,1010,0,1,0111,1,1,1,1
52917,0003,0100,1000,1011,0,1,0111,1,1,1,1
52927,0003,0100,1000,1100,0,1,0111,1,1,1,1
52937,0003,0100,1000,1101,0,1,0111,1,1,1,1
52947,0003,0100,1000,1110,0,1,0111,1,1,1,1
52957,0003,0100,1000,1111,0,1,0111,1,1,1,1
52967,0003,0100,1001,0000,0,1,1111,1,1,1,1
52977,0003,0100,1001,0001,0,1,1110,1,1,1,1
52987,0003,0100,1001,0010,0,1,1111,1,1,1,1
52997,0003,0100,1001,0011,0,1,1110,1,1,1,1
53007,0003,0100,1001,0100,0,1,1111,1,1,1,1
53017,0003,0100,1001,0101,0,1,1110,1,1,1,1
53027,0003,0100,1001,0110,0,1,1111,1,1,1,1
53037,0003,0100,1001,0111,0,1,1110,1,1,1,1
53047,0003,0100,1001,1000,0,1,0111,1,1,1,1
53057,0003,0100,1001,1001,0,1,0110,1,1,1,1
53067,0003,0100,1001,1010,0,1,0111,1,1,1,1
53077,0003,0100,1001,1011,0,1,0110,1,1,1,1
53087,0003,0100,1001,1100,0,1,0111,1,1,1,1
53097,0003,0100,1001,1101,0,1,0110,1,1,1,1
53107,0003,0100,1001,1110,0,1,0111,1,1,1,1
53117,0003,0100,1001,1111,0,1,0110,1,1,1,1
53127,0003,0100,1010,0000,0,1,1111,1,1,1,1
53137,0003,0100,1010,0001,0,1,1111,1,1,1,1
53147,0003,0100,1010,0010,0,1,1101,1,1,1,1
53157,0003,0100,1010,0011,0,1,1101,1,1,1,1
53167,0003,0100,1010,0100,0,1,1111,1,1,1,1
53177,0003,0100,1010,0101,0,1,1111,1,1,1,1
53187,0003,0100,1010,0110,0,1,1101,1,1,1,1
53197,0003,0100,1010,0111,0,1,1101,1,1,1,1
53207,0003,0100,1010,1000,0,1,0111,1,1,1,1
53217,0003,0100,1010,1001,0,1,0111,1,1,1,1
53227,0003,0100,1010,1010,0,1,0101,1,1,1,1
53237,0003,0100,1010,1011,0,1,0101,1,1,1,1
53247,0003,0100,1010,1100,0,1,0111,1,1,1,1
53257,0003,0100,1010,1101,0,1,0111,1,1,1,1
53267,0003,0100,1010,1110,0,1,0101,1,1,1,1
53277,0003,0100,1010,1111,0,1,0101,1,1,1,1
53287,0003,0100,1011,0000,0,1,1111,1,1,1,1
53297,0003,0100,1011,0001,0,1,1110,1,1,1,1
53307,0003,0100,1011,0010,0,1,1101,1,1,1,1
53317,0003,0100,1011,0011,0,1,1100,1,1,1,1
53327,0003,0100,1011,0100,0,1,1111,1,1,1,1
53337,0003,0100,1011,0101,0,1,1110,1,1,1,1
53347,0003,0100,1011,0110,0,1,1101,1,1,1,1
53357,0003,0100,1011,0111,0,1,1100,1,1,1,1
53367,0003,0100,1011,1000,0,1,0111,1,1,1,1
53377,0003,0100,1011,1001,0,1,0110,1,1,1,1
53387,0003,0100,1011,1010,0,1,0101,1,1,1,1
53397,0003,0100,1011,1011,0,1,0100,1,1,1,1
53407,0003,0100,1011,1100,0,1,0111,1,1,1,1
53417,0003,0100,1011,1101,0,1,0110,1,1,1,1
53427,0003,0100,1011,1110,0,1,0101,1,1,1,1
53437,0003,0100,1011,1111,0,1,0100,1,1,1,1
53447,0003,0100,1100,0000,0,1,1111,1,1,1,1
53457,0003,0100,1100,0001,0,1,1111,1,1,1,1
53467,0003,0100,1100,0010,0,1,1111,1,1,1,1
53477,0003,0100,1100,0011,0,1,1111,1,1,1,1
53487,0003,0100,1100,0100,0,1,1011,1,1,1,1
53497,0003,0100,1100,0101,0,1,1011,1,1,1,1
53507,0003,0100,1100,0110,0,1,1011,1,1,1,1
53517,0003,0100,1100,0111,0,1,1011,1,1,1,1
53527,0003,0100,1100,1000,0,1,0111,1,1,1,1
53537,0003,0100,1100,1001,0,1,0111,1,1,1,1
53547,0003,0100,1100,1010,0,1,0111,1,1,1,1
53557,0003,0100,1100,1011,0,1,0111,1,1,1,1
53567,0003,0100,1100,1100,0,1,0011,1,1,1,1
53577,0003,0100,1100,1101,0,1,0011,1,1,1,1
53587,0003,0100,1100,1110,0,1,0011,1,1,1,1
53597,0003,0100,1100,1111,0,1,0011,1,1,1,1
53607,0003,0100,1101,0000,0,1,1111,1,1,1,1
53617,0003,0100,1101,0001,0,1,1110,1,1,1,1
53627,0003,0100,1101,0010,0,1,1111,1,1,1,1
53637,0003,0100,1101,0011,0,1,1110,1,1,1,1
53647,0003,0100,1101,0100,0,1,1011,1,1,1,1
53657,0003,0100,1101,0101,0,1,1010,1,1,1,1
53667,0003,0100,1101,0110,0,1,1011,1,1,1,1
53677,0003,0100,1101,0111,0,1,1010,1,1,1,1
53687,0003,0100,1101,1000,0,1,0111,1,1,1,1
53697,0003,0100,1101,1001,0,1,0110,1,1,1,1
53707,0003,0100,1101,1010,0,1,0111,1,1,1,1
53717,0003,0100,1101,1011,0,1,0110,1,1,1,1
53727,0003,0100,1101,1100,0,1,0011,1,1,1,1
