time,id,selection,a,b,c_in,m,f,p,g,c4,ab
18656,0002,0111,0010,1001,0,1,0010,1,1,1,1
18666,0002,0111,0010,1010,0,1,0000,1,1,1,1
18676,0002,0111,0010,1011,0,1,0000,1,1,1,1
18686,0002,0111,0010,1100,0,1,0010,1,1,1,1
18696,0002,0111,0010,1101,0,1,0010,1,1,1,1
18706,0002,0111,0010,1110,0,1,0000,1,1,1,1
18716,0002,0111,0010,1111,0,1,0000,1,1,1,1
18726,0002,0111,0011,0000,0,1,0011,1,1,1,1
18736,0002,0111,0011,0001,0,1,0010,1,1,1,1
18746,0002,0111,0011,0010,0,1,0001,1,1,1,1
18756,0002,0111,0011,0011,0,1,0000,1,1,1,1
18766,0002,0111,0011,0100,0,1,0011,1,1,1,1
18776,0002,0111,0011,0101,0,1,0010,1,1,1,1
18786,0002,0111,0011,0110,0,1,0001,1,1,1,1
18796,0002,0111,0011,0111,0,1,0000,1,1,1,1
18806,0002,0111,0011,1000,0,1,0011,1,1,1,1
18816,0002,0111,0011,1001,0,1,0010,1,1,1,1
18826,0002,0111,0011,1010,0,1,0001,1,1,1,1
18836,0002,0111,0011,1011,0,1,0000,1,1,1,1
18846,0002,0111,0011,1100,0,1,0011,1,1,1,1
18856,0002,0111,0011,1101,0,1,0010,1,1,1,1
18866,0002,0111,0011,1110,0,1,0001,1,1,1,1
18876,0002,0111,0011,1111,0,1,0000,1,1,1,1
18886,0002,0111,0100,0000,0,1,0100,1,1,1,1
18896,0002,0111,0100,0001,0,1,0100,1,1,1,1
18906,0002,0111,0100,0010,0,1,0100,1,1,1,1
18916,0002,0111,0100,0011,0,1,0100,1,1,1,1
18926,0002,0111,0100,0100,0,1,0000,1,1,1,1
18936,0002,0111,0100,0101,0,1,0000,1,1,1,1
18946,0002,0111,0100,0110,0,1,0000,1,1,1,1
18956,0002,0111,0100,0111,0,1,0000,1,1,1,1
18966,0002,0111,0100,1000,0,1,0100,1,1,1,1
18976,0002,0111,0100,1001,0,1,0100,1,1,1,1
18986,0002,0111,0100,1010,0,1,0100,1,1,1,1
18996,0002,0111,0100,1011,0,1,0100,1,1,1,1
19006,0002,0111,0100,1100,0,1,0000,1,1,1,1
19016,0002,0111,0100,1101,0,1,0000,1,1,1,1
19026,0002,0111,0100,1110,0,1,0000,1,1,1,1
19036,0002,0111,0100,1111,0,1,0000,1,1,1,1
19046,0002,0111,0101,0000,0,1,0101,1,1,1,1
19056,0002,0111,0101,0001,0,1,0100,1,1,1,1
19066,0002,0111,0101,0010,0,1,0101,1,1,1,1
19076,0002,0111,0101,0011,0,1,0100,1,1,1,1
19086,0002,0111,0101,0100,0,1,0001,1,1,1,1
19096,0002,0111,0101,0101,0,1,0000,1,1,1,1
19106,0002,0111,0101,0110,0,1,0001,1,1,1,1
19116,0002,0111,0101,0111,0,1,0000,1,1,1,1
19126,0002,0111,0101,1000,0,1,0101,1,1,1,1
19136,0002,0111,0101,1001,0,1,0100,1,1,1,1
19146,0002,0111,0101,1010,0,1,0101,1,1,1,1
19156,0002,0111,0101,1011,0,1,0100,1,1,1,1
19166,0002,0111,0101,1100,0,1,0001,1,1,1,1
19176,0002,0111,0101,1101,0,1,0000,1,1,1,1
19186,0002,0111,0101,1110,0,1,0001,1,1,1,1
19196,0002,0111,0101,1111,0,1,0000,1,1,1,1
19206,0002,0111,0110,0000,0,1,0110,1,1,1,1
19216,0002,0111,0110,0001,0,1,0110,1,1,1,1
19226,0002,0111,0110,0010,0,1,0100,1,1,1,1
19236,0002,0111,0110,0011,0,1,0100,1,1,1,1
19246,0002,0111,0110,0100,0,1,0010,1,1,1,1
19256,0002,0111,0110,0101,0,1,0010,1,1,1,1
19266,0002,0111,0110,0110,0,1,0000,1,1,1,1
19276,0002,0111,0110,0111,0,1,0000,1,1,1,1
19286,0002,0111,0110,1000,0,1,0110,1,1,1,1
19296,0002,0111,0110,1001,0,1,0110,1,1,1,1
19306,0002,0111,0110,1010,0,1,0100,1,1,1,1
19316,0002,0111,0110,1011,0,1,0100,1,1,1,1
19326,0002,0111,0110,1100,0,1,0010,1,1,1,1
19336,0002,0111,0110,1101,0,1,0010,1,1,1,1
19346,0002,0111,0110,1110,0,1,0000,1,1,1,1
19356,0002,0111,0110,1111,0,1,0000,1,1,1,1
19366,0002,0111,0111,0000,0,1,0111,1,1,1,1
19376,0002,0111,0111,0001,0,1,0110,1,1,1,1
19386,0002,0111,0111,0010,0,1,0101,1,1,1,1
19396,0002,0111,0111,0011,0,1,0100,1,1,1,1
19406,0002,0111,0111,0100,0,1,0011,1,1,1,1
19416,0002,0111,0111,0101,0,1,0010,1,1,1,1
19426,0002,0111,0111,0110,0,1,0001,1,1,1,1
19436,0002,0111,0111,0111,0,1,0000,1,1,1,1
19446,0002,0111,0111,1000,0,1,0111,1,1,1,1
19456,0002,0111,0111,1001,0,1,0110,1,1,1,1
19466,0002,0111,0111,1010,0,1,0101,1,1,1,1
19476,0002,0111,0111,1011,0,1,0100,1,1,1,1
19486,0002,0111,0111,1100,0,1,0011,1,1,1,1
19496,0002,0111,0111,1101,0,1,0010,1,1,1,1
19506,0002,0111,0111,1110,0,1,0001,1,1,1,1
19516,0002,0111,0111,1111,0,1,0000,1,1,1,1
19526,0002,0111,1000,0000,0,1,1000,1,1,1,1
19536,0002,0111,1000,0001,0,1,1000,1,1,1,1
19546,0002,0111,1000,0010,0,1,1000,1,1,1,1
19556,0002,0111,1000,0011,0,1,1000,1,1,1,1
19566,0002,0111,1000,0100,0,1,1000,1,1,1,1
19576,0002,0111,1000,0101,0,1,1000,1,1,1,1
19586,0002,0111,1000,0110,0,1,1000,1,1,1,1
19596,0002,0111,1000,0111,0,1,1000,1,1,1,1
19606,0002,0111,1000,1000,0,1,0000,1,1,1,1
19616,0002,0111,1000,1001,0,1,0000,1,1,1,1
19626,0002,0111,1000,1010,0,1,0000,1,1,1,1
19636,0002,0111,1000,1011,0,1,0000,1,1,1,1
19646,0002,0111,1000,1100,0,1,0000,1,1,1,1
19656,0002,0111,1000,1101,0,1,0000,1,1,1,1
19666,0002,0111,1000,1110,0,1,0000,1,1,1,1
19676,0002,0111,1000,1111,0,1,0000,1,1,1,1
19686,0002,0111,1001,0000,0,1,1001,1,1,1,1
19696,0002,0111,1001,0001,0,1,1000,1,1,1,1
19706,0002,0111,1001,0010,0,1,1001,1,1,1,1
19716,0002,0111,1001,0011,0,1,1000,1,1,1,1
19726,0002,0111,1001,0100,0,1,1001,1,1,1,1
19736,0002,0111,1001,0101,0,1,1000,1,1,1,1
19746,0002,0111,1001,0110,0,1,1001,1,1,1,1
19756,0002,0111,1001,0111,0,1,1000,1,1,1,1
19766,0002,0111,1001,1000,0,1,0001,1,1,1,1
19776,0002,0111,1001,1001,0,1,0000,1,1,1,1
19786,0002,0111,1001,1010,0,1,0001,1,1,1,1
19796,0002,0111,1001,1011,0,1,0000,1,1,1,1
19806,0002,0111,1001,1100,0,1,0001,1,1,1,1
19816,0002,0111,1001,1101,0,1,0000,1,1,1,1
19826,0002,0111,1001,1110,0,1,0001,1,1,1,1
19836,0002,0111,1001,1111,0,1,0000,1,1,1,1
19846,0002,0111,1010,0000,0,1,1010,1,1,1,1
19856,0002,0111,1010,0001,0,1,1010,1,1,1,1
19866,0002,0111,1010,0010,0,1,1000,1,1,1,1
19876,0002,0111,1010,0011,0,1,1000,1,1,1,1
19886,0002,0111,1010,0100,0,1,1010,1,1,1,1
19896,0002,0111,1010,0101,0,1,1010,1,1,1,1
19906,0002,0111,1010,0110,0,1,1000,1,1,1,1
19916,0002,0111,1010,0111,0,1,1000,1,1,1,1
19926,0002,0111,1010,1000,0,1,0010,1,1,1,1
19936,0002,0111,1010,1001,0,1,0010,1,1,1,1
19946,0002,0111,1010,1010,0,1,0000,1,1,1,1
19956,0002,0111,1010,1011,0,1,0000,1,1,1,1
19966,0002,0111,1010,1100,0,1,0010,1,1,1,1
19976,0002,0111,1010,1101,0,1,0010,1,1,1,1
19986,0002,0111,1010,1110,0,1,0000,1,1,1,1
19996,0002,0111,1010,1111,0,1,0000,1,1,1,1
20006,0002,0111,1011,0000,0,1,1011,1,1,1,1
20016,0002,0111,1011,0001,0,1,1010,1,1,1,1
20026,0002,0111,1011,0010,0,1,1001,1,1,1,1
20036,0002,0111,1011,0011,0,1,1000,1,1,1,1
20046,0002,0111,1011,0100,0,1,1011,1,1,1,1
20056,0002,0111,1011,0101,0,1,1010,1,1,1,1
20066,0002,0111,1011,0110,0,1,1001,1,1,1,1
20076,0002,0111,1011,0111,0,1,1000,1,1,1,1
20086,0002,0111,1011,1000,0,1,0011,1,1,1,1
20096,0002,0111,1011,1001,0,1,0010,1,1,1,1
20106,0002,0111,1011,1010,0,1,0001,1,1,1,1
20116,0002,0111,1011,1011,0,1,0000,1,1,1,1
20126,0002,0111,1011,1100,0,1,0011,1,1,1,1
20136,0002,0111,1011,1101,0,1,0010,1,1,1,1
20146,0002,0111,1011,1110,0,1,0001,1,1,1,1
20156,0002,0111,1011,1111,0,1,0000,1,1,1,1
20166,0002,0111,1100,0000,0,1,1100,1,1,1,1
20176,0002,0111,1100,0001,0,1,1100,1,1,1,1
20186,0002,0111,1100,0010,0,1,1100,1,1,1,1
20196,0002,0111,1100,0011,0,1,1100,1,1,1,1
20206,0002,0111,1100,0100,0,1,1000,1,1,1,1
20216,0002,0111,1100,0101,0,1,1000,1,1,1,1
20226,0002,0111,1100,0110,0,1,1000,1,1,1,1
20236,0002,0111,1100,0111,0,1,1000,1,1,1,1
20246,0002,0111,1100,1000,0,1,0100,1,1,1,1
20256,0002,0111,1100,1001,0,1,0100,1,1,1,1
20266,0002,0111,1100,1010,0,1,0100,1,1,1,1
20276,0002,0111,1100,1011,0,1,0100,1,1,1,1
20286,0002,0111,1100,1100,0,1,0000,1,1,1,1
20296,0002,0111,1100,1101,0,1,0000,1,1,1,1
20306,0002,0111,1100,1110,0,1,0000,1,1,1,1
20316,0002,0111,1100,1111,0,1,0000,1,1,1,1
20326,0002,0111,1101,0000,0,1,1101,1,1,1,1
20336,0002,0111,1101,0001,0,1,1100,1,1,1,1
20346,0002,0111,1101,0010,0,1,1101,1,1,1,1
20356,0002,0111,1101,0011,0,1,1100,1,1,1,1
20366,0002,0111,1101,0100,0,1,1001,1,1,1,1
20376,0002,0111,1101,0101,0,1,1000,1,1,1,1
20386,0002,0111,1101,0110,0,1,1001,1,1,1,1
20396,0002,0111,1101,0111,0,1,1000,1,1,1,1
20406,0002,0111,1101,1000,0,1,0101,1,1,1,1
20416,0002,0111,1101,1001,0,1,0100,1,1,1,1
20426,0002,0111,1101,1010,0,1,0101,1,1,1,1
20436,0002,0111,1101,1011,0,1,0100,1,1,1,1
20446,0002,0111,1101,1100,0,1,0001,1,1,1,1
20456,0002,0111,1101,1101,0,1,0000,1,1,1,1
20466,0002,0111,1101,1110,0,1,0001,1,1,1,1
20476,0002,0111,1101,1111,0,1,0000,1,1,1,1
20486,0002,0111,1110,0000,0,1,1110,1,1,1,1
20496,0002,0111,1110,0001,0,1,1110,1,1,1,1
20506,0002,0111,1110,0010,0,1,1100,1,1,1,1
20516,0002,0111,1110,0011,0,1,1100,1,1,1,1
20526,0002,0111,1110,0100,0,1,1010,1,1,1,1
20536,0002,0111,1110,0101,0,1,1010,1,1,1,1
20546,0002,0111,1110,0110,0,1,1000,1,1,1,1
20556,0002,0111,1110,0111,0,1,1000,1,1,1,1
20566,0002,0111,1110,1000,0,1,0110,1,1,1,1
20576,0002,0111,1110,1001,0,1,0110,1,1,1,1
20586,0002,0111,1110,1010,0,1,0100,1,1,1,1
20596,0002,0111,1110,1011,0,1,0100,1,1,1,1
20606,0002,0111,1110,1100,0,1,0010,1,1,1,1
20616,0002,0111,1110,1101,0,1,0010,1,1,1,1
20626,0002,0111,1110,1110,0,1,0000,1,1,1,1
20636,0002,0111,1110,1111,0,1,0000,1,1,1,1
20646,0002,0111,1111,0000,0,1,1111,1,1,1,1
20656,0002,0111,1111,0001,0,1,1110,1,1,1,1
20666,0002,0111,1111,0010,0,1,1101,1,1,1,1
20676,0002,0111,1111,0011,0,1,1100,1,1,1,1
20686,0002,0111,1111,0100,0,1,1011,1,1,1,1
20696,0002,0111,1111,0101,0,1,1010,1,1,1,1
20706,0002,0111,1111,0110,0,1,1001,1,1,1,1
20716,0002,0111,1111,0111,0,1,1000,1,1,1,1
20726,0002,0111,1111,1000,0,1,0111,1,1,1,1
20736,0002,0111,1111,1001,0,1,0110,1,1,1,1
20746,0002,0111,1111,1010,0,1,0101,1,1,1,1
20756,0002,0111,1111,1011,0,1,0100,1,1,1,1
20766,0002,0111,1111,1100,0,1,0011,1,1,1,1
20776,0002,0111,1111,1101,0,1,0010,1,1,1,1
20786,0002,0111,1111,1110,0,1,0001,1,1,1,1
20796,0002,0111,1111,1111,0,1,0000,1,1,1,1
20806,0002,1000,0000,0000,0,1,1111,1,1,1,1
20816,0002,1000,0000,0001,0,1,1111,1,1,1,1
20826,0002,1000,0000,0010,0,1,1111,1,1,1,1
20836,0002,1000,0000,0011,0,1,1111,1,1,1,1
20846,0002,1000,0000,0100,0,1,1111,1,1,1,1
20856,0002,1000,0000,0101,0,1,1111,1,1,1,1
20866,0002,1000,0000,0110,0,1,1111,1,1,1,1
20876,0002,1000,0000,0111,0,1,1111,1,1,1,1
20886,0002,1000,0000,1000,0,1,1111,1,1,1,1
20896,0002,1000,0000,1001,0,1,1111,1,1,1,1
20906,0002,1000,0000,1010,0,1,1111,1,1,1,1
20916,0002,1000,0000,1011,0,1,1111,1,1,1,1
20926,0002,1000,0000,1100,0,1,1111,1,1,1,1
20936,0002,1000,0000,1101,0,1,1111,1,1,1,1
20946,0002,1000,0000,1110,0,1,1111,1,1,1,1
20956,0002,1000,0000,1111,0,1,1111,1,1,1,1
20966,0002,1000,0001,0000,0,1,1110,1,1,1,1
20976,0002,1000,0001,0001,0,1,1111,1,1,1,1
20986,0002,1000,0001,0010,0,1,1110,1,1,1,1
20996,0002,1000,0001,0011,0,1,1111,1,1,1,1
21006,0002,1000,0001,0100,0,1,1110,1,1,1,1
21016,0002,1000,0001,0101,0,1,1111,1,1,1,1
21026,0002,1000,0001,0110,0,1,1110,1,1,1,1
21036,0002,1000,0001,0111,0,1,1111,1,1,1,1
21046,0002,1000,0001,1000,0,1,1110,1,1,1,1
21056,0002,1000,0001,1001,0,1,1111,1,1,1,1
21066,0002,1000,0001,1010,0,1,1110,1,1,1,1
21076,0002,1000,0001,1011,0,1,1111,1,1,1,1
21086,0002,1000,0001,1100,0,1,1110,1,1,1,1
21096,0002,1000,0001,1101,0,1,1111,1,1,1,1
21106,0002,1000,0001,1110,0,1,1110,1,1,1,1
21116,0002,1000,0001,1111,0,1,1111,1,1,1,1
21126,0002,1000,0010,0000,0,1,1101,1,1,1,1
21136,0002,1000,0010,0001,0,1,1101,1,1,1,1
21146,0002,1000,0010,0010,0,1,1111,1,1,1,1
21156,0002,1000,0010,0011,0,1,1111,1,1,1,1
21166,0002,1000,0010,0100,0,1,1101,1,1,1,1
21176,0002,1000,0010,0101,0,1,1101,1,1,1,1
21186,0002,1000,0010,0110,0,1,1111,1,1,1,1
21196,0002,1000,0010,0111,0,1,1111,1,1,1,1
21206,0002,1000,0010,1000,0,1,1101,1,1,1,1
21216,0002,1000,0010,1001,0,1,1101,1,1,1,1
21226,0002,1000,0010,1010,0,1,1111,1,1,1,1
21236,0002,1000,0010,1011,0,1,1111,1,1,1,1
21246,0002,1000,0010,1100,0,1,1101,1,1,1,1
21256,0002,1000,0010,1101,0,1,1101,1,1,1,1
21266,0002,1000,0010,1110,0,1,1111,1,1,1,1
21276,0002,1000,0010,1111,0,1,1111,1,1,1,1
21286,0002,1000,0011,0000,0,1,1100,1,1,1,1
21296,0002,1000,0011,0001,0,1,1101,1,1,1,1
21306,0002,1000,0011,0010,0,1,1110,1,1,1,1
21316,0002,1000,0011,0011,0,1,1111,1,1,1,1
21326,0002,1000,0011,0100,0,1,1100,1,1,1,1
21336,0002,1000,0011,0101,0,1,1101,1,1,1,1
21346,0002,1000,0011,0110,0,1,1110,1,1,1,1
21356,0002,1000,0011,0111,0,1,1111,1,1,1,1
21366,0002,1000,0011,1000,0,1,1100,1,1,1,1
21376,0002,1000,0011,1001,0,1,1101,1,1,1,1
21386,0002,1000,0011,1010,0,1,1110,1,1,1,1
21396,0002,1000,0011,1011,0,1,1111,1,1,1,1
21406,0002,1000,0011,1100,0,1,1100,1,1,1,1
21416,0002,1000,0011,1101,0,1,1101,1,1,1,1
21426,0002,1000,0011,1110,0,1,1110,1,1,1,1
21436,0002,1000,0011,1111,0,1,1111,1,1,1,1
21446,0002,1000,0100,0000,0,1,1011,1,1,1,1
21456,0002,1000,0100,0001,0,1,1011,1,1,1,1
21466,0002,1000,0100,0010,0,1,1011,1,1,1,1
21476,0002,1000,0100,0011,0,1,1011,1,1,1,1
21486,0002,1000,0100,0100,0,1,1111,1,1,1,1
21496,0002,1000,0100,0101,0,1,1111,1,1,1,1
21506,0002,1000,0100,0110,0,1,1111,1,1,1,1
21516,0002,1000,0100,0111,0,1,1111,1,1,1,1
21526,0002,1000,0100,1000,0,1,1011,1,1,1,1
21536,0002,1000,0100,1001,0,1,1011,1,1,1,1
21546,0002,1000,0100,1010,0,1,1011,1,1,1,1
21556,0002,1000,0100,1011,0,1,1011,1,1,1,1
21566,0002,1000,0100,1100,0,1,1111,1,1,1,1
21576,0002,1000,0100,1101,0,1,1111,1,1,1,1
21586,0002,1000,0100,1110,0,1,1111,1,1,1,1
21596,0002,1000,0100,1111,0,1,1111,1,1,1,1
21606,0002,1000,0101,0000,0,1,1010,1,1,1,1
21616,0002,1000,0101,0001,0,1,1011,1,1,1,1
21626,0002,1000,0101,0010,0,1,1010,1,1,1,1
21636,0002,1000,0101,0011,0,1,1011,1,1,1,1
21646,0002,1000,0101,0100,0,1,1110,1,1,1,1
21656,0002,1000,0101,0101,0,1,1111,1,1,1,1
21666,0002,1000,0101,0110,0,1,1110,1,1,1,1
21676,0002,1000,0101,0111,0,1,1111,1,1,1,1
21686,0002,1000,0101,1000,0,1,1010,1,1,1,1
21696,0002,1000,0101,1001,0,1,1011,1,1,1,1
21706,0002,1000,0101,1010,0,1,1010,1,1,1,1
21716,0002,1000,0101,1011,0,1,1011,1,1,1,1
21726,0002,1000,0101,1100,0,1,1110,1,1,1,1
21736,0002,1000,0101,1101,0,1,1111,1,1,1,1
21746,0002,1000,0101,1110,0,1,1110,1,1,1,1
21756,0002,1000,0101,1111,0,1,1111,1,1,1,1
21766,0002,1000,0110,0000,0,1,1001,1,1,1,1
21776,0002,1000,0110,0001,0,1,1001,1,1,1,1
21786,0002,1000,0110,0010,0,1,1011,1,1,1,1
21796,0002,1000,0110,0011,0,1,1011,1,1,1,1
21806,0002,1000,0110,0100,0,1,1101,1,1,1,1
21816,0002,1000,0110,0101,0,1,1101,1,1,1,1
21826,0002,1000,0110,0110,0,1,1111,1,1,1,1
21836,0002,1000,0110,0111,0,1,1111,1,1,1,1
21846,0002,1000,0110,1000,0,1,1001,1,1,1,1
21856,0002,1000,0110,1001,0,1,1001,1,1,1,1
21866,0002,1000,0110,1010,0,1,1011,1,1,1,1
21876,0002,1000,0110,1011,0,1,1011,1,1,1,1
21886,0002,1000,0110,1100,0,1,1101,1,1,1,1
21896,0002,1000,0110,1101,0,1,1101,1,1,1,1
21906,0002,1000,0110,1110,0,1,1111,1,1,1,1
21916,0002,1000,0110,1111,0,1,1111,1,1,1,1
21926,0002,1000,0111,0000,0,1,1000,1,1,1,1
21936,0002,1000,0111,0001,0,1,1001,1,1,1,1
21946,0002,1000,0111,0010,0,1,1010,1,1,1,1
21956,0002,1000,0111,0011,0,1,1011,1,1,1,1
21966,0002,1000,0111,0100,0,1,1100,1,1,1,1
21976,0002,1000,0111,0101,0,1,1101,1,1,1,1
21986,0002,1000,0111,0110,0,1,1110,1,1,1,1
21996,0002,1000,0111,0111,0,1,1111,1,1,1,1
22006,0002,1000,0111,1000,0,1,1000,1,1,1,1
22016,0002,1000,0111,1001,0,1,1001,1,1,1,1
22026,0002,1000,0111,1010,0,1,1010,1,1,1,1
22036,0002,1000,0111,1011,0,1,1011,1,1,1,1
22046,0002,1000,0111,1100,0,1,1100,1,1,1,1
22056,0002,1000,0111,1101,0,1,1101,1,1,1,1
22066,0002,1000,0111,1110,0,1,1110,1,1,1,1
22076,0002,1000,0111,1111,0,1,1111,1,1,1,1
22086,0002,1000,1000,0000,0,1,0111,1,1,1,1
22096,0002,1000,1000,0001,0,1,0111,1,1,1,1
22106,0002,1000,1000,0010,0,1,0111,1,1,1,1
22116,0002,1000,1000,0011,0,1,0111,1,1,1,1
22126,0002,1000,1000,0100,0,1,0111,1,1,1,1
22136,0002,1000,1000,0101,0,1,0111,1,1,1,1
22146,0002,1000,1000,0110,0,1,0111,1,1,1,1
22156,0002,1000,1000,0111,0,1,0111,1,1,1,1
22166,0002,1000,1000,1000,0,1,1111,1,1,1,1
22176,0002,1000,1000,1001,0,1,1111,1,1,1,1
22186,0002,1000,1000,1010,0,1,1111,1,1,1,1
22196,0002,1000,1000,1011,0,1,1111,1,1,1,1
22206,0002,1000,1000,1100,0,1,1111,1,1,1,1
22216,0002,1000,1000,1101,0,1,1111,1,1,1,1
22226,0002,1000,1000,1110,0,1,1111,1,1,1,1
22236,0002,1000,1000,1111,0,1,1111,1,1,1,1
22246,0002,1000,1001,0000,0,1,0110,1,1,1,1
22256,0002,1000,1001,0001,0,1,0111,1,1,1,1
22266,0002,1000,1001,0010,0,1,0110,1,1,1,1
22276,0002,1000,1001,0011,0,1,0111,1,1,1,1
22286,0002,1000,1001,0100,0,1,0110,1,1,1,1
22296,0002,1000,1001,0101,0,1,0111,1,1,1,1
22306,0002,1000,1001,0110,0,1,0110,1,1,1,1
22316,0002,1000,1001,0111,0,1,0111,1,1,1,1
22326,0002,1000,1001,1000,0,1,1110,1,1,1,1
22336,0002,1000,1001,1001,0,1,1111,1,1,1,1
22346,0002,1000,1001,1010,0,1,1110,1,1,1,1
22356,0002,1000,1001,1011,0,1,1111,1,1,1,1
22366,0002,1000,1001,1100,0,1,1110,1,1,1,1
22376,0002,1000,1001,1101,0,1,1111,1,1,1,1
22386,0002,1000,1001,1110,0,1,1110,1,1,1,1
22396,0002,1000,1001,1111,0,1,1111,1,1,1,1
22406,0002,1000,1010,0000,0,1,0101,1,1,1,1
22416,0002,1000,1010,0001,0,1,0101,1,1,1,1
22426,0002,1000,1010,0010,0,1,0111,1,1,1,1
22436,0002,1000,1010,0011,0,1,0111,1,1,1,1
22446,0002,1000,1010,0100,0,1,0101,1,1,1,1
22456,0002,1000,1010,0101,0,1,0101,1,1,1,1
22466,0002,1000,1010,0110,0,1,0111,1,1,1,1
22476,0002,1000,1010,0111,0,1,0111,1,1,1,1
22486,0002,1000,1010,1000,0,1,1101,1,1,1,1
22496,0002,1000,1010,1001,0,1,1101,1,1,1,1
22506,0002,1000,1010,1010,0,1,1111,1,1,1,1
22516,0002,1000,1010,1011,0,1,1111,1,1,1,1
22526,0002,1000,1010,1100,0,1,1101,1,1,1,1
22536,0002,1000,1010,1101,0,1,1101,1,1,1,1
22546,0002,1000,1010,1110,0,1,1111,1,1,1,1
22556,0002,1000,1010,1111,0,1,1111,1,1,1,1
22566,0002,1000,1011,0000,0,1,0100,1,1,1,1
22576,0002,1000,1011,0001,0,1,0101,1,1,1,1
22586,0002,1000,1011,0010,0,1,0110,1,1,1,1
22596,0002,1000,1011,0011,0,1,0111,1,1,1,1
22606,0002,1000,1011,0100,0,1,0100,1,1,1,1
22616,0002,1000,1011,0101,0,1,0101,1,1,1,1
22626,0002,1000,1011,0110,0,1,0110,1,1,1,1
22636,0002,1000,1011,0111,0,1,0111,1,1,1,1
22646,0002,1000,1011,1000,0,1,1100,1,1,1,1
22656,0002,1000,1011,1001,0,1,1101,1,1,1,1
22666,0002,1000,1011,1010,0,1,1110,1,1,1,1
22676,0002,1000,1011,1011,0,1,1111,1,1,1,1
22686,0002,1000,1011,1100,0,1,1100,1,1,1,1
22696,0002,1000,1011,1101,0,1,1101,1,1,1,1
22706,0002,1000,1011,1110,0,1,1110,1,1,1,1
22716,0002,1000,1011,1111,0,1,1111,1,1,1,1
22726,0002,1000,1100,0000,0,1,0011,1,1,1,1
22736,0002,1000,1100,0001,0,1,0011,1,1,1,1
22746,0002,1000,1100,0010,0,1,0011,1,1,1,1
22756,0002,1000,1100,0011,0,1,0011,1,1,1,1
22766,0002,1000,1100,0100,0,1,0111,1,1,1,1
22776,0002,1000,1100,0101,0,1,0111,1,1,1,1
22786,0002,1000,1100,0110,0,1,0111,1,1,1,1
22796,0002,1000,1100,0111,0,1,0111,1,1,1,1
22806,0002,1000,1100,1000,0,1,1011,1,1,1,1
22816,0002,1000,1100,1001,0,1,1011,1,1,1,1
22826,0002,1000,1100,1010,0,1,1011,1,1,1,1
22836,0002,1000,1100,1011,0,1,1011,1,1,1,1
22846,0002,1000,1100,1100,0,1,1111,1,1,1,1
22856,0002,1000,1100,1101,0,1,1111,1,1,1,1
22866,0002,1000,1100,1110,0,1,1111,1,1,1,1
22876,0002,1000,1100,1111,0,1,1111,1,1,1,1
22886,0002,1000,1101,0000,0,1,0010,1,1,1,1
22896,0002,1000,1101,0001,0,1,0011,1,1,1,1
22906,0002,1000,1101,0010,0,1,0010,1,1,1,1
22916,0002,1000,1101,0011,0,1,0011,1,1,1,1
22926,0002,1000,1101,0100,0,1,0110,1,1,1,1
22936,0002,1000,1101,0101,0,1,0111,1,1,1,1
22946,0002,1000,1101,0110,0,1,0110,1,1,1,1
22956,0002,1000,1101,0111,0,1,0111,1,1,1,1
22966,0002,1000,1101,1000,0,1,1010,1,1,1,1
22976,0002,1000,1101,1001,0,1,1011,1,1,1,1
22986,0002,1000,1101,1010,0,1,1010,1,1,1,1
22996,0002,1000,1101,1011,0,1,1011,1,1,1,1
23006,0002,1000,1101,1100,0,1,1110,1,1,1,1
23016,0002,1000,1101,1101,0,1,1111,1,1,1,1
23026,0002,1000,1101,1110,0,1,1110,1,1,1,1
23036,0002,1000,1101,1111,0,1,1111,1,1,1,1
23046,0002,1000,1110,0000,0,1,0001,1,1,1,1
23056,0002,1000,1110,0001,0,1,0001,1,1,1,1
23066,0002,1000,1110,0010,0,1,0011,1,1,1,1
23076,0002,1000,1110,0011,0,1,0011,1,1,1,1
23086,0002,1000,1110,0100,0,1,0101,1,1,1,1
23096,0002,1000,1110,0101,0,1,0101,1,1,1,1
23106,0002,1000,1110,0110,0,1,0111,1,1,1,1
23116,0002,1000,1110,0111,0,1,0111,1,1,1,1
23126,0002,1000,1110,1000,0,1,1001,1,1,1,1
23136,0002,1000,1110,1001,0,1,1001,1,1,1,1
23146,0002,1000,1110,1010,0,1,1011,1,1,1,1
23156,0002,1000,1110,1011,0,1,1011,1,1,1,1
23166,0002,1000,1110,1100,0,1,1101,1,1,1,1
23176,0002,1000,1110,1101,0,1,1101,1,1,1,1
23186,0002,1000,1110,1110,0,1,1111,1,1,1,1
23196,0002,1000,1110,1111,0,1,1111,1,1,1,1
23206,0002,1000,1111,0000,0,1,0000,1,1,1,1
23216,0002,1000,1111,0001,0,1,0001,1,1,1,1
23226,0002,1000,1111,0010,0,1,0010,1,1,1,1
23236,0002,1000,1111,0011,0,1,0011,1,1,1,1
23246,0002,1000,1111,0100,0,1,0100,1,1,1,1
23256,0002,1000,1111,0101,0,1,0101,1,1,1,1
23266,0002,1000,1111,0110,0,1,0110,1,1,1,1
23276,0002,1000,1111,0111,0,1,0111,1,1,1,1
23286,0002,1000,1111,1000,0,1,1000,1,1,1,1
23296,0002,1000,1111,1001,0,1,1001,1,1,1,1
